1,323_01.jpg,1024,634,148,1404133751,菩萨,Buddha1,中国,乌鲁木齐,NULL,NULL,323
2,323_02.jpg,920,612,124,1404133837,彩虹湖水,Rainbow lake2,中国,拉萨,NULL,NULL,323
3,323_03.jpg,1920,1080,897,1404133884,寺庙,temple,中国,西宁,NULL,NULL,323
4,323_04.jpg,1024,680,301,1404133927,大门,gate1,中国,昆明,NULL,NULL,323
5,323_05.jpg,1024,1024,167,1404133969,食物,food1,中国,兰州,NULL,NULL,323
6,323_06.jpg,600,451,170,1404135954,研究所,institute,中国,成都,NULL,NULL,323
7,323_07.jpg,1024,682,285,1404134075,湖水,lake1,中国,银川,NULL,NULL,323
8,323_08.jpg,617,513,69,1404134122,广告,advertisement1,中国,贵阳,NULL,NULL,323
9,323_09.jpg,1024,698,529,1404134174,食物,food2,中国,重庆,NULL,NULL,323
10,323_10.jpg,500,375,85,1404134227,大门,gate2,中国,南宁,NULL,NULL,323
11,323_11.jpg,1024,657,181,1404134285,大路,road1,中国,西安,NULL,NULL,323
12,323_12.jpg,1397,889,359,1404135926,马路,road2,中国,海口,NULL,NULL,323
13,323_13.jpg,540,360,97,1404134380,火车站,railway station,中国,太原,NULL,NULL,323
14,323_14.jpg,700,525,96,1404134455,体育场,stadium,中国,呼和浩特,NULL,NULL,323
15,323_15.jpg,1024,667,368,1404134503,楼,building1,中国,长沙,NULL,NULL,323
16,323_16.jpg,800,600,70,1404134578,广州大学,university1,中国,广州,NULL,NULL,323
17,323_17.jpg,1024,701,265,1404134621,广告,advertisement2,中国,武汉,NULL,NULL,323
18,323_18.jpg,800,562,193,1404134671,植物园,botanical garden,中国,石家庄,NULL,NULL,323
19,323_19.jpg,1024,605,318,1404134722,食物,food3,中国,南昌,NULL,NULL,323
20,323_20.jpg,600,398,109,1404135983,佛和妹子,buddha2 girl,中国,济南,NULL,NULL,323
21,323_21.jpg,1024,680,211,1404134902,楼,building2,中国,合肥,NULL,NULL,323
22,323_22.jpg,1001,733,151,1404134959,广告,advertisement3,中国,南京,NULL,NULL,323
23,323_23.jpg,1024,724,124,1404135018,广告,advertisement4,中国,杭州,NULL,NULL,323
24,323_24.jpg,1024,681,310,1404135074,演员,actor,中国,沈阳,NULL,NULL,323
25,323_25.jpg,1024,962,70,1404135116,广告,advertisement5,中国,长春,NULL,NULL,323
26,323_26.jpg,710,520,432,1404135250,广告,advertisement6,中国,哈尔滨,NULL,NULL,323
27,323_27.jpg,703,536,112,1404135325,北京大学,university2,中国,北京,NULL,NULL,323
28,323_28.jpg,761,220,39,1404135372,天津工业大学,university3,中国,天津,NULL,NULL,323
29,323_29.jpg,600,450,98,1404135421,复旦大学,university4,中国,上海,NULL,NULL,323
30,323_30.jpg,1824,1368,268,1404135497,商店,shop,中国,台湾,NULL,NULL,323
31,323_31.jpg,450,300,46,1404135598,香港大学,university5,中国,香港,NULL,NULL,323
32,323_32.jpg,600,413,81,1404135628,赌场,casino,中国,澳门,NULL,NULL,323
