1,122_001.jpg,728,465,573,1404114052,草地,grass1,中国,南京,null,null,czw
2,122_002.jpg,729,461,319,1404114052,树叶,leaf1,中国,南京,null,null,czw
3,122_003.jpg,735,465,516,1404114052,竹林,bamboo,中国,南京,null,null,czw
4,122_004.jpg,734,460,413,1404114052,草地,grass2,中国,南京,null,null,czw
5,122_005.jpg,726,455,265,1404114052,树叶,leaf2,中国,南京,null,null,czw
6,122_006.jpg,731,462,778,1404114052,树叶 ,leaf3,中国,南京,null,null,czw
7,122_007.jpg,726,485,382,1404114052,宫殿,building1,中国,南京,null,null,czw
8,122_008.jpg,730,461,459,1404114052,树叶,leaf4,中国,南京,null,null,czw
9,122_009.jpg,729,461,508,1404114052,树叶,leaf5,中国,南京,null,null,czw
10,122_010.jpg,725,457,308,1404114052,宫殿,building2,中国,南京,null,null,czw
11,122_011.jpg,725,460,112,1404114052,路灯,lamp,中国,杭州,null,null,czw
12,122_012.jpg,728,461,242,1404114052,湖,lake1,中国,杭州,null,null,czw
13,122_013.jpg,728,458,291,1404114052,湖,lake2,中国,杭州,null,null,czw
14,122_014.jpg,707,463,414,1404114052,树林,forest,中国,杭州,null,null,czw
15,122_015.jpg,725,451,432,1404114052,湖,lake3,中国,杭州,null,null,czw
16,122_016.jpg,724,457,293,1404114052,湖,lake4,中国,杭州,null,null,czw
17,122_017.jpg,727,463,230,1404114052,塔,tower,中国,杭州,null,null,czw
18,122_018.jpg,728,459,355,1404114052,山,mountain,中国,杭州,null,null,czw
19,122_019.jpg,732,456,284,1404114052,莲花石雕,lotus,中国,杭州,null,null,czw
20,122_020.jpg,734,461,329,1404114052,湖,lake5,中国,杭州,null,null,czw
21,122_021.jpg,734,481,312,1404114052,高楼,building3,中国,北京,null,null,czw
22,122_022.jpg,731,484,443,1404114052,糖葫芦,sugar-cowed haws,中国,北京,null,null,czw
23,122_023.jpg,727,461,332,1404114052,湖,lake6,中国,北京,null,null,czw
24,122_024.jpg,729,460,357,1404114052,高楼,building4,中国,北京,null,null,czw
25,122_025.jpg,730,485,462,1404114052,陶瓷屋,ceramic house,中国,北京,null,null,czw
26,122_026.jpg,731,464,426,1404114052,操场,playground,中国,北京,null,null,czw
27,122_027.jpg,729,482,364,1404114052,船,board,中国,北京,null,null,czw
28,122_028.jpg,732,481,546,1404114052,树,tree1,中国,北京,null,null,czw
29,122_029.jpg,731,486,524,1404114052,树,tree2,中国,北京,null,null,czw
30,122_030.jpg,730,461,278,1404114052,天安门,TianAnMen Square,中国,北京,null,null,czw
