1	1496	991
2	1485	2588
3	2697	2629
4	2923	2761
5	2717	2034
6	3376	1523
7	3153	2247
8	2934	3091
9	2529	3237
10	3085	3499
11	3585	3461
12	3540	2910
13	3652	2646
14	3572	2184
15	3467	1846
16	3773	1607
17	3631	1825
18	4500	861
19	4430	1081
20	4320	1336
21	3850	1960
22	3917	2486
23	4050	2457
24	4300	2520
25	4190	2639
26	3818	2842
27	4157	3101
28	4389	3192
29	3683	3555
30	3614	3560
31	3841	1691
32	2937	1785
33	2536	1957
34	3290	3808
